      apsza    band      o3      aod    dif1                dif2                dif3                dif4                dif5                dif6 
      89.0     360.0     0.0     0.0    0.1326033345E+01    0.2060741810E+00   -0.3908069090E+00    0.0000000000E+00   -0.7174083820E+00   -0.8737777110E+00
      89.0     365.0     0.0     0.0    0.1736166369E+01    0.2930278660E+00   -0.5487715110E+00    0.0000000000E+00   -0.9124670590E+00   -0.1243946848E+01
      89.0     370.0     0.0     0.0    0.1813232905E+01    0.3299810030E+00   -0.6077972960E+00    0.0000000000E+00   -0.9269208480E+00   -0.1396916360E+01
      89.0     375.0     0.0     0.0    0.1689301037E+01    0.3316104440E+00   -0.5977397860E+00    0.0000000000E+00   -0.8388443090E+00   -0.1394708458E+01
      89.0     380.0     0.0     0.0    0.1950698545E+01    0.4089902600E+00   -0.7208648750E+00    0.0000000000E+00   -0.9431355330E+00   -0.1707881251E+01
      89.0     385.0     0.0     0.0    0.1583241472E+01    0.3560661180E+00   -0.6096950930E+00    0.0000000000E+00   -0.7430621570E+00   -0.1471881551E+01
      89.0     390.0     0.0     0.0    0.2087779415E+01    0.4997985790E+00   -0.8317749940E+00    0.0000000000E+00   -0.9537063720E+00   -0.2043188187E+01
      89.0     395.0     0.0     0.0    0.1651141173E+01    0.4196441830E+00   -0.6774998680E+00    0.0000000000E+00   -0.7340599340E+00   -0.1695578250E+01
      89.0     400.0     0.0     0.0    0.3040355051E+01    0.8179763190E+00   -0.1279278603E+01    0.0000000000E+00   -0.1315648381E+01   -0.3265393865E+01
      89.0     450.0     0.0     0.0    0.4148897242E+01    0.1806859401E+01   -0.1829108270E+01    0.0000000000E+00   -0.1388882266E+01   -0.6235850789E+01
      89.0     550.0     0.0     0.0    0.3399479566E+01    0.2296164294E+01   -0.1037581996E+01    0.0000000000E+00   -0.8099116200E+00   -0.6820295068E+01
      89.0     650.0     0.0     0.0    0.3679799326E+01    0.3363352941E+01    0.4828553200E-01    0.0000000000E+00   -0.6156551220E+00   -0.8921452954E+01
      89.0     750.0     0.0     0.0    0.4713544385E+01    0.5035045552E+01    0.1646656686E+01    0.0000000000E+00   -0.5759045960E+00   -0.1259792695E+02
       0.0     290.0     0.0     1.0   -0.5224950638E+01    0.5303514673E+01    0.4419725700E-01    0.5309863911E+01   -0.1087952600E-01   -0.1095896420E+00
       0.0     295.0     0.0     1.0   -0.9391193118E+02    0.9554201955E+02    0.9570052680E+00    0.9560092836E+02   -0.2577998060E+00   -0.2055279321E+01
       0.0     300.0     0.0     1.0   -0.6407234679E+03    0.6498839310E+03    0.5592460679E+01    0.6501743771E+03   -0.1647723222E+01   -0.1072821222E+02
       0.0     305.0     0.0     1.0   -0.2162834371E+04    0.2195543813E+04    0.2070927414E+02    0.2197263882E+04   -0.6524828004E+01   -0.3679120778E+02
       0.0     310.0     0.0     1.0   -0.4800095481E+04    0.4857463683E+04    0.3780465868E+02    0.4862769481E+04   -0.1240502746E+02   -0.6376671067E+02
       0.0     315.0     0.0     1.0   -0.8071229689E+04    0.8153647193E+04    0.5647623668E+02    0.8165692774E+04   -0.1889328875E+02   -0.9279965801E+02
       0.0     320.0     0.0     1.0   -0.1207318304E+05    0.1217435392E+05    0.7215580096E+02    0.1219530272E+05   -0.2421174599E+02   -0.1170676288E+03
       0.0     325.0     0.0     1.0   -0.1605118609E+05    0.1617662761E+05    0.9343444640E+02    0.1621032155E+05   -0.3100072012E+02   -0.1499216508E+03
       0.0     330.0     0.0     1.0   -0.2349082750E+05    0.2364694336E+05    0.1194607756E+03    0.2370046185E+05   -0.3957359921E+02   -0.1956901448E+03
       0.0     335.0     0.0     1.0   -0.2364460502E+05    0.2378804091E+05    0.1135987162E+03    0.2384537494E+05   -0.3680671402E+02   -0.1864881755E+03
       0.0     340.0     0.0     1.0   -0.5219742009E+05    0.5235642561E+05    0.1270822396E+03    0.5243027746E+05   -0.4128482254E+02   -0.2158307712E+03
       0.0     345.0     0.0     1.0   -0.2814776467E+05    0.2830134428E+05    0.1301006628E+03    0.2837817150E+05   -0.3971086740E+02   -0.2138244976E+03
       0.0     350.0     0.0     1.0   -0.3336706360E+05    0.3352635332E+05    0.1383514634E+03    0.3361364432E+05   -0.4120381184E+02   -0.2291851292E+03
       0.0     355.0     0.0     1.0   -0.3681627090E+05    0.3698339922E+05    0.1493008199E+03    0.3708105558E+05   -0.4297582871E+02   -0.2468505083E+03
       0.0     360.0     0.0     1.0   -0.3333371567E+05    0.3348307762E+05    0.1372556301E+03    0.3357518494E+05   -0.3802176402E+02   -0.2260034846E+03
       0.0     365.0     0.0     1.0   -0.6976020035E+05    0.6995195722E+05    0.1740583579E+03    0.7008216602E+05   -0.4905112294E+02   -0.3022889315E+03
       0.0     370.0     0.0     1.0   -0.4832823732E+05    0.4852150988E+05    0.1837184500E+03    0.4865535963E+05   -0.4856037362E+02   -0.3085429089E+03
       0.0     375.0     0.0     1.0   -0.4258831751E+05    0.4276295384E+05    0.1702555090E+03    0.4288742618E+05   -0.4312807357E+02   -0.2836404065E+03
       0.0     380.0     0.0     1.0   -0.4782298828E+05    0.4801843315E+05    0.1948643325E+03    0.4816025666E+05   -0.4728539232E+02   -0.3217140664E+03
       0.0     385.0     0.0     1.0   -0.3969648104E+05    0.3985060738E+05    0.1558941314E+03    0.3996718204E+05   -0.3684640737E+02   -0.2593939458E+03
       0.0     390.0     0.0     1.0   -0.5015769550E+05    0.5035632956E+05    0.2032973219E+03    0.5051163575E+05   -0.4685110394E+02   -0.3408771519E+03
       0.0     395.0     0.0     1.0   -0.4048551505E+05    0.4063767856E+05    0.1579889998E+03    0.4075951643E+05   -0.3530933689E+02   -0.2651471807E+03
       0.0     400.0     0.0     1.0   -0.7378584612E+05    0.7406021951E+05    0.2876100686E+03    0.7428654344E+05   -0.6283545437E+02   -0.4867034532E+03
       0.0     450.0     0.0     1.0   -0.7511530143E+05    0.7541510060E+05    0.3401236352E+03    0.7569953916E+05   -0.5659219742E+02   -0.5956323937E+03
       0.0     550.0     0.0     1.0   -0.5138894443E+05    0.5166388287E+05    0.3200844151E+03    0.5197659820E+05   -0.4020916330E+02   -0.6266082433E+03
       0.0     650.0     0.0     1.0   -0.2372239406E+05    0.2394154449E+05    0.2472162811E+03    0.2422444139E+05   -0.2836479366E+02   -0.5421613570E+03
       0.0     750.0     0.0     1.0   -0.5476121616E+04    0.5639172441E+04    0.1752568111E+03    0.5871704171E+04   -0.2037447884E+02   -0.4267341144E+03
       8.0     290.0     0.0     1.0   -0.5633261010E+01    0.5706335731E+01    0.4201393900E-01    0.5712723860E+01   -0.1087049800E-01   -0.1013941320E+00
       8.0     295.0     0.0     1.0   -0.1410232610E+03    0.1425818557E+03    0.9260790590E+00    0.1426460532E+03   -0.2583729350E+00   -0.1957282173E+01
       8.0     300.0     0.0     1.0   -0.8878933076E+03    0.8967533587E+03    0.5500178144E+01    0.8967737397E+03   -0.1589951643E+01   -0.1014616285E+02
       8.0     305.0     0.0     1.0   -0.3475070647E+04    0.3506780217E+04    0.2069506226E+02    0.3505889859E+04   -0.5984309182E+01   -0.3375913260E+02
       8.0     310.0     0.0     1.0   -0.6629756528E+04    0.6685176059E+04    0.3831005335E+02    0.6682280745E+04   -0.1068727522E+02   -0.5588943303E+02
       8.0     315.0     0.0     1.0   -0.1071776328E+05    0.1079668004E+05    0.5811319266E+02    0.1079080785E+05   -0.1516199606E+02   -0.7650017726E+02
       8.0     320.0     0.0     1.0   -0.1351633414E+05    0.1361236741E+05    0.7499078348E+02    0.1360358106E+05   -0.1799403073E+02   -0.9101077968E+02
       8.0     325.0     0.0     1.0   -0.1800591531E+05    0.1812386015E+05    0.9803115118E+02    0.1811099893E+05   -0.2121155286E+02   -0.1099691019E+03
       8.0     330.0     0.0     1.0   -0.2371829626E+05    0.2386300373E+05    0.1271477823E+03    0.2384507787E+05   -0.2466588377E+02   -0.1340818729E+03
       8.0     335.0     0.0     1.0   -0.2311656354E+05    0.2324806332E+05    0.1219321969E+03    0.2322974292E+05   -0.2104489211E+02   -0.1213310164E+03
       8.0     340.0     0.0     1.0   -0.2679891754E+05    0.2694288271E+05    0.1404232859E+03    0.2692083089E+05   -0.2134815198E+02   -0.1331486728E+03
       8.0     345.0     0.0     1.0   -0.2710026343E+05    0.2723857399E+05    0.1410683768E+03    0.2721561094E+05   -0.1889479270E+02   -0.1285796082E+03
       8.0     350.0     0.0     1.0   -0.2967088344E+05    0.2981300865E+05    0.1511992571E+03    0.2978765355E+05   -0.1773159314E+02   -0.1329600829E+03
       8.0     355.0     0.0     1.0   -0.3216720182E+05    0.3231528020E+05    0.1635028972E+03    0.3228713010E+05   -0.1676065390E+02   -0.1395361505E+03
       8.0     360.0     0.0     1.0   -0.2980213759E+05    0.2993367810E+05    0.1506316937E+03    0.2990710552E+05   -0.1327319805E+02   -0.1250340673E+03
       8.0     365.0     0.0     1.0   -0.3940465610E+05    0.3957092305E+05    0.1966087103E+03    0.3953560158E+05   -0.1482459013E+02   -0.1595851139E+03
       8.0     370.0     0.0     1.0   -0.4103050230E+05    0.4119792570E+05    0.2037866720E+03    0.4116064119E+05   -0.1303479773E+02   -0.1622082816E+03
       8.0     375.0     0.0     1.0   -0.3844637877E+05    0.3859707958E+05    0.1885610304E+03    0.3856202370E+05   -0.9971887996E+01   -0.1475690907E+03
       8.0     380.0     0.0     1.0   -0.4391623804E+05    0.4408443699E+05    0.2156130945E+03    0.4404376734E+05   -0.9335680630E+01   -0.1663258713E+03
       8.0     385.0     0.0     1.0   -0.3562287923E+05    0.3575465450E+05    0.1732144435E+03    0.3572155151E+05   -0.5770783223E+01   -0.1318083706E+03
       8.0     390.0     0.0     1.0   -0.4671549683E+05    0.4688420548E+05    0.2264598537E+03    0.4684043619E+05   -0.5595483902E+01   -0.1706054552E+03
       8.0     395.0     0.0     1.0   -0.3691434763E+05    0.3704308690E+05    0.1763401488E+03    0.3700860231E+05   -0.2934930037E+01   -0.1315308796E+03
       8.0     400.0     0.0     1.0   -0.6697279058E+05    0.6720367545E+05    0.3219633643E+03    0.6714023686E+05   -0.2868323024E+01   -0.2387749192E+03
       8.0     450.0     0.0     1.0   -0.8189799016E+05    0.8214232484E+05    0.3846958125E+03    0.8206171268E+05    0.1820605189E+02   -0.2802946453E+03
       8.0     550.0     0.0     1.0   -0.7903939142E+05    0.7925259859E+05    0.3711488439E+03    0.7917089053E+05    0.3934014893E+02   -0.2799773110E+03
       8.0     650.0     0.0     1.0   -0.6193574572E+05    0.6209891369E+05    0.2942921352E+03    0.6203187838E+05    0.4144428332E+02   -0.2308664300E+03
       8.0     750.0     0.0     1.0   -0.4444719712E+05    0.4456416366E+05    0.2144036606E+03    0.4451347007E+05    0.3569815364E+02   -0.1724779156E+03
      16.0     290.0     0.0     1.0    0.1401929779E+01   -0.1343164870E+01    0.3449607800E-01   -0.1339582616E+01   -0.9768074000E-02   -0.7921560100E-01
      16.0     295.0     0.0     1.0    0.2171900599E+02   -0.2036439752E+02    0.8323203510E+00   -0.2034428279E+02   -0.2439566900E+00   -0.1646803904E+01
      16.0     300.0     0.0     1.0    0.9126894712E+02   -0.8320048456E+02    0.5214457480E+01   -0.8339588722E+02   -0.1534936478E+01   -0.8927732244E+01
      16.0     305.0     0.0     1.0    0.1928011473E+03   -0.1630979517E+03    0.2021786693E+02   -0.1647342289E+03   -0.5826846109E+01   -0.3054518000E+02
      16.0     310.0     0.0     1.0    0.2014978340E+03   -0.1487323557E+03    0.3802354111E+02   -0.1530151296E+03   -0.1038074841E+02   -0.5142641763E+02
      16.0     315.0     0.0     1.0    0.3105697967E+03   -0.2346204566E+03    0.5795373645E+02   -0.2424771840E+03   -0.1462179446E+02   -0.7148277062E+02
      16.0     320.0     0.0     1.0    0.3749083785E+03   -0.2821249493E+03    0.7542784970E+02   -0.2937554821E+03   -0.1714892737E+02   -0.8518470662E+02
      16.0     325.0     0.0     1.0    0.2086095357E+03   -0.9426346156E+02    0.9892880267E+02   -0.1110629659E+03   -0.1994333991E+02   -0.1032155212E+03
      16.0     330.0     0.0     1.0    0.8302284441E+03   -0.6896712180E+03    0.1285388700E+03   -0.7129486322E+03   -0.2280864549E+02   -0.1261059727E+03
      16.0     335.0     0.0     1.0    0.1642322687E+04   -0.1513405350E+04    0.1236103434E+03   -0.1536122080E+04   -0.1895274599E+02   -0.1174902917E+03
      16.0     340.0     0.0     1.0    0.1122793467E+04   -0.9823215637E+03    0.1422229268E+03   -0.1010647995E+04   -0.1897160245E+02   -0.1259914156E+03
      16.0     345.0     0.0     1.0    0.1881025099E+04   -0.1746034768E+04    0.1431637862E+03   -0.1775503234E+04   -0.1636282699E+02   -0.1216398535E+03
      16.0     350.0     0.0     1.0    0.2118754603E+04   -0.1980007076E+04    0.1535628035E+03   -0.2012650812E+04   -0.1489822628E+02   -0.1255537662E+03
      16.0     355.0     0.0     1.0    0.2310519943E+04   -0.2165822451E+04    0.1662125808E+03   -0.2202013002E+04   -0.1359338862E+02   -0.1319012543E+03
      16.0     360.0     0.0     1.0    0.2295360087E+04   -0.2166782912E+04    0.1532797830E+03   -0.2200957998E+04   -0.1028769889E+02   -0.1180541355E+03
      16.0     365.0     0.0     1.0    0.3337181504E+04   -0.3174647858E+04    0.2003774969E+03   -0.3220242929E+04   -0.1083839665E+02   -0.1503689131E+03
      16.0     370.0     0.0     1.0    0.4032120721E+04   -0.3868368134E+04    0.2077888648E+03   -0.3916450996E+04   -0.8836951366E+01   -0.1528546564E+03
      16.0     375.0     0.0     1.0    0.4234118195E+04   -0.4086676662E+04    0.1925184980E+03   -0.4131959183E+04   -0.6041583877E+01   -0.1388821145E+03
      16.0     380.0     0.0     1.0    0.4902523250E+04   -0.4738032513E+04    0.2203368172E+03   -0.4790638191E+04   -0.4800818360E+01   -0.1561172085E+03
      16.0     385.0     0.0     1.0    0.4075339769E+04   -0.3946435710E+04    0.1771905615E+03   -0.3989335026E+04   -0.2099425618E+01   -0.1235481655E+03
      16.0     390.0     0.0     1.0    0.5428627087E+04   -0.5263580553E+04    0.2318636885E+03   -0.5320330795E+04   -0.7661556390E+00   -0.1597519084E+03
      16.0     395.0     0.0     1.0    0.5033118391E+04   -0.4907141752E+04    0.1806878885E+03   -0.4951833627E+04    0.8445975880E+00   -0.1231199716E+03
      16.0     400.0     0.0     1.0    0.9917203292E+04   -0.9691242944E+04    0.3303694402E+03   -0.9773609962E+04    0.4090995748E+01   -0.2234667390E+03
      16.0     450.0     0.0     1.0    0.1666359471E+05   -0.1642183464E+05    0.3978095828E+03   -0.1652779432E+05    0.2567058525E+02   -0.2609215438E+03
      16.0     550.0     0.0     1.0    0.1774770825E+05   -0.1754317417E+05    0.3886345532E+03   -0.1765622477E+05    0.4687898325E+02   -0.2444491053E+03
      16.0     650.0     0.0     1.0    0.1590849245E+05   -0.1575398390E+05    0.3110652278E+03   -0.1584999524E+05    0.4737634596E+02   -0.1947910662E+03
      16.0     750.0     0.0     1.0    0.1241114049E+05   -0.1230156381E+05    0.2281629900E+03   -0.1237586387E+05    0.4008204546E+02   -0.1415565952E+03
      24.0     290.0     0.0     1.0    0.2021929307E+01   -0.1981500945E+01    0.2335908600E-01   -0.1980276640E+01   -0.7803200000E-02   -0.5258314900E-01
      24.0     295.0     0.0     1.0    0.2937422826E+02   -0.2830478464E+02    0.6741087160E+00   -0.2831560280E+02   -0.2159852040E+00   -0.1254125226E+01
      24.0     300.0     0.0     1.0    0.8208762149E+02   -0.7516307517E+02    0.4688196452E+01   -0.7546036626E+02   -0.1433637896E+01   -0.7422622417E+01
      24.0     305.0     0.0     1.0    0.4505095568E+02   -0.1823488114E+02    0.1929857065E+02   -0.2006507203E+02   -0.5589695859E+01   -0.2689513044E+02
      24.0     310.0     0.0     1.0   -0.3446432672E+03    0.3936526786E+03    0.3752444832E+02    0.3892270368E+03   -0.1005296880E+02   -0.4690080947E+02
      24.0     315.0     0.0     1.0   -0.8724270003E+03    0.9440951324E+03    0.5824841766E+02    0.9362689844E+03   -0.1416141032E+02   -0.6668989266E+02
      24.0     320.0     0.0     1.0   -0.1529199711E+04    0.1617722118E+04    0.7643326877E+02    0.1606435488E+04   -0.1651587351E+02   -0.8106493673E+02
      24.0     325.0     0.0     1.0   -0.2117080654E+04    0.2227008563E+04    0.1008664631E+03    0.2210994936E+04   -0.1900841117E+02   -0.9988842995E+02
      24.0     330.0     0.0     1.0   -0.3278019739E+04    0.3413815058E+04    0.1313581808E+03    0.3391842678E+04   -0.2147592976E+02   -0.1235672257E+03
      24.0     335.0     0.0     1.0   -0.2965091148E+04    0.3089221081E+04    0.1263575645E+03    0.3067077308E+04   -0.1770544329E+02   -0.1133001373E+03
      24.0     340.0     0.0     1.0   -0.3707372314E+04    0.3843861316E+04    0.1460373569E+03    0.3817281488E+04   -0.1722191328E+02   -0.1254984603E+03
      24.0     345.0     0.0     1.0   -0.3646758883E+04    0.3778335856E+04    0.1470983825E+03    0.3750702100E+04   -0.1453482366E+02   -0.1220596527E+03
      24.0     350.0     0.0     1.0   -0.4131251263E+04    0.4266937927E+04    0.1580636074E+03    0.4236406448E+04   -0.1285040053E+02   -0.1271157830E+03
      24.0     355.0     0.0     1.0   -0.4657185893E+04    0.4798997591E+04    0.1712779776E+03    0.4765133309E+04   -0.1131113096E+02   -0.1342415747E+03
      24.0     360.0     0.0     1.0   -0.4295928423E+04    0.4422230445E+04    0.1581564269E+03    0.4390202789E+04   -0.8115035103E+01   -0.1208022632E+03
      24.0     365.0     0.0     1.0   -0.6155568252E+04    0.6315515772E+04    0.2070115790E+03    0.6272687702E+04   -0.7933772954E+01   -0.1544640118E+03
      24.0     370.0     0.0     1.0   -0.5834446916E+04    0.5995801771E+04    0.2150849988E+03    0.5950501289E+04   -0.5776211884E+01   -0.1573473068E+03
      24.0     375.0     0.0     1.0   -0.5666900311E+04    0.5812398310E+04    0.1995047230E+03    0.5769618919E+04   -0.3152452726E+01   -0.1433617078E+03
      24.0     380.0     0.0     1.0   -0.6511200708E+04    0.6673803489E+04    0.2285908868E+03    0.6624052542E+04   -0.1462345235E+01   -0.1617041045E+03
      24.0     385.0     0.0     1.0   -0.4957675192E+04    0.5085240348E+04    0.1840536131E+03    0.5044510328E+04    0.6246230880E+00   -0.1281356939E+03
      24.0     390.0     0.0     1.0   -0.6712627372E+04    0.6876073606E+04    0.2412246257E+03    0.6821941629E+04    0.2831301320E+01   -0.1656603008E+03
      24.0     395.0     0.0     1.0   -0.5473639885E+04    0.5598523290E+04    0.1880991434E+03    0.5555755392E+04    0.3668823211E+01   -0.1277665837E+03
      24.0     400.0     0.0     1.0   -0.1009991060E+05    0.1032388558E+05    0.3443941996E+03    0.1024455523E+05    0.9255708665E+01   -0.2310897560E+03
      24.0     450.0     0.0     1.0   -0.1224617197E+05    0.1248255235E+05    0.4198348218E+03    0.1237588861E+05    0.3282474136E+02   -0.2616740686E+03
      24.0     550.0     0.0     1.0   -0.1283346630E+05    0.1303581596E+05    0.4159127860E+03    0.1291767561E+05    0.5324624699E+02   -0.2415912436E+03
      24.0     650.0     0.0     1.0   -0.1031896139E+05    0.1047054226E+05    0.3364985893E+03    0.1036685663E+05    0.5260062264E+02   -0.1857924497E+03
      24.0     750.0     0.0     1.0   -0.8023126955E+04    0.8129809954E+04    0.2489213861E+03    0.8047811067E+04    0.4406962670E+02   -0.1310453245E+03
      32.0     290.0     0.0     1.0   -0.6865436045E+01    0.6887647215E+01    0.1304716400E-01    0.6886920879E+01   -0.5240838000E-02   -0.2636875500E-01
      32.0     295.0     0.0     1.0   -0.1579859152E+03    0.1587186561E+03    0.4877885170E+00    0.1586771786E+03   -0.1724879950E+00   -0.7928234160E+00
      32.0     300.0     0.0     1.0   -0.7464839135E+03    0.7519143161E+03    0.3923663395E+01    0.7515094125E+03   -0.1259713475E+01   -0.5464089518E+01
      32.0     305.0     0.0     1.0   -0.1680360429E+04    0.1703185891E+04    0.1759855644E+02    0.1701172137E+04   -0.5176584743E+01   -0.2187358599E+02
      32.0     310.0     0.0     1.0   -0.9531697840E+03    0.9969270392E+03    0.3582015943E+02    0.9925273967E+03   -0.9528842068E+01   -0.4075633012E+02
      32.0     315.0     0.0     1.0    0.1358159429E+04   -0.1292422619E+04    0.5702830649E+02   -0.1299784005E+04   -0.1352236690E+02   -0.6049470811E+02
      32.0     320.0     0.0     1.0    0.5068494195E+04   -0.4985867814E+04    0.7592222076E+02   -0.4996093143E+04   -0.1574786868E+02   -0.7597552175E+02
      32.0     325.0     0.0     1.0    0.1030219184E+05   -0.1019827100E+05    0.1010614554E+03   -0.1021240311E+05   -0.1798593297E+02   -0.9620893248E+02
      32.0     330.0     0.0     1.0    0.1660809393E+05   -0.1647879796E+05    0.1323690591E+03   -0.1649790305E+05   -0.2008565895E+02   -0.1211180912E+03
      32.0     335.0     0.0     1.0    0.1868060961E+05   -0.1856161191E+05    0.1278733940E+03   -0.1858063865E+05   -0.1630117281E+02   -0.1129970230E+03
      32.0     340.0     0.0     1.0    0.2445990952E+05   -0.2432834645E+05    0.1482560624E+03   -0.2435105083E+05   -0.1551254283E+02   -0.1269320308E+03
      32.0     345.0     0.0     1.0    0.2689439104E+05   -0.2676693660E+05    0.1497551643E+03   -0.2679044759E+05   -0.1274161970E+02   -0.1249969063E+03
      32.0     350.0     0.0     1.0    0.3094998289E+05   -0.3081802138E+05    0.1614623520E+03   -0.3084399939E+05   -0.1084391734E+02   -0.1314239909E+03
      32.0     355.0     0.0     1.0    0.3535445614E+05   -0.3521604990E+05    0.1753996855E+03   -0.3524491045E+05   -0.9063967626E+01   -0.1398976865E+03
      32.0     360.0     0.0     1.0    0.3429309344E+05   -0.3416936005E+05    0.1623593255E+03   -0.3419669733E+05   -0.5975999659E+01   -0.1269365440E+03
      32.0     365.0     0.0     1.0    0.4635373404E+05   -0.4619664922E+05    0.2132252600E+03   -0.4623331905E+05   -0.5080040721E+01   -0.1630732769E+03
      32.0     370.0     0.0     1.0    0.4962707833E+05   -0.4946795751E+05    0.2217308324E+03   -0.4950684158E+05   -0.2704331215E+01   -0.1675826032E+03
      32.0     375.0     0.0     1.0    0.4722071515E+05   -0.4707685979E+05    0.2061649120E+03   -0.4711374060E+05   -0.2278155530E+00   -0.1533917999E+03
      32.0     380.0     0.0     1.0    0.5521105058E+05   -0.5504987800E+05    0.2366809928E+03   -0.5509294608E+05    0.1962443244E+01   -0.1737662639E+03
      32.0     385.0     0.0     1.0    0.4519252255E+05   -0.4506575809E+05    0.1909583930E+03   -0.4510117857E+05    0.3439335667E+01   -0.1382455884E+03
      32.0     390.0     0.0     1.0    0.6005229527E+05   -0.5988952487E+05    0.2507039490E+03   -0.5993681878E+05    0.6588398920E+01   -0.1793033971E+03
      32.0     395.0     0.0     1.0    0.4775468880E+05   -0.4763008706E+05    0.1959043737E+03   -0.4766763903E+05    0.6661641006E+01   -0.1386322735E+03
      32.0     400.0     0.0     1.0    0.8780168185E+05   -0.8757781069E+05    0.3593191802E+03   -0.8764779771E+05    0.1481425720E+02   -0.2512639255E+03
      32.0     450.0     0.0     1.0    0.1104946599E+06   -0.1102559077E+06    0.4446827536E+03   -0.1103546978E+06    0.4053980386E+02   -0.2853015448E+03
      32.0     550.0     0.0     1.0    0.1056928015E+06   -0.1054877262E+06    0.4479705723E+03   -0.1056038894E+06    0.6204537644E+02   -0.2579507060E+03
      32.0     650.0     0.0     1.0    0.8040375035E+05   -0.8025059376E+05    0.3668378093E+03   -0.8035633574E+05    0.6053380660E+02   -0.1933310357E+03
      32.0     750.0     0.0     1.0    0.5601553439E+05   -0.5590820019E+05    0.2736580764E+03   -0.5599390593E+05    0.5051260856E+02   -0.1330791957E+03
      40.0     290.0     0.0     1.0    0.5855283625E+01   -0.5845691402E+01    0.4660606000E-02   -0.5846581871E+01   -0.2771279000E-02   -0.1028607300E-01
      40.0     295.0     0.0     1.0    0.9251164161E+02   -0.9207971615E+02    0.2719365670E+00   -0.9212166878E+02   -0.1193542980E+00   -0.4290740890E+00
      40.0     300.0     0.0     1.0   -0.3389799682E+03    0.3428471925E+03    0.2782233516E+01    0.3424583265E+03   -0.1020350898E+01   -0.3642636362E+01
      40.0     305.0     0.0     1.0   -0.5817535683E+04    0.5835759250E+04    0.1437206086E+02    0.5833863279E+04   -0.4589305741E+01   -0.1664122360E+02
      40.0     310.0     0.0     1.0   -0.1896476513E+05    0.1900204555E+05    0.3171206573E+02    0.1899799884E+05   -0.8858076851E+01   -0.3362144880E+02
      40.0     315.0     0.0     1.0   -0.3879052100E+05    0.3884857225E+05    0.5286773625E+02    0.3884194257E+05   -0.1285109140E+02   -0.5243029236E+02
      40.0     320.0     0.0     1.0   -0.6092090390E+05    0.6099548211E+05    0.7249992401E+02    0.6098645446E+05   -0.1511070243E+02   -0.6811622607E+02
      40.0     325.0     0.0     1.0   -0.9138751534E+05    0.9148267210E+05    0.9863943807E+02    0.9147036551E+05   -0.1729555916E+02   -0.8839821536E+02
      40.0     330.0     0.0     1.0   -0.1292122591E+06    0.1293316384E+06    0.1308617137E+03    0.1293151806E+06   -0.1923646786E+02   -0.1131836628E+03
      40.0     335.0     0.0     1.0   -0.1332477441E+06    0.1333583495E+06    0.1278194518E+03    0.1333420618E+06   -0.1549409720E+02   -0.1070639611E+03
      40.0     340.0     0.0     1.0   -0.1626785597E+06    0.1628015514E+06    0.1495681244E+03    0.1627821923E+06   -0.1456436354E+02   -0.1217631630E+03
      40.0     345.0     0.0     1.0   -0.1709906841E+06    0.1711103371E+06    0.1523118232E+03    0.1710902854E+06   -0.1174837267E+02   -0.1209539375E+03
      40.0     350.0     0.0     1.0   -0.1904244437E+06    0.1905488824E+06    0.1653211305E+03    0.1905267052E+06   -0.9728491155E+01   -0.1283226656E+03
      40.0     355.0     0.0     1.0   -0.2131204510E+06    0.2132514385E+06    0.1807209704E+03    0.2132267263E+06   -0.7792680460E+01   -0.1375425124E+03
      40.0     360.0     0.0     1.0   -0.2018506050E+06    0.2019681102E+06    0.1683196179E+03    0.2019446224E+06   -0.4736659836E+01   -0.1255990272E+03
      40.0     365.0     0.0     1.0   -0.2708506512E+06    0.2710004972E+06    0.2219038254E+03    0.2709689070E+06   -0.3339816516E+01   -0.1628201111E+03
      40.0     370.0     0.0     1.0   -0.2871945792E+06    0.2873466313E+06    0.2321522476E+03    0.2873129340E+06   -0.8352490580E+00   -0.1675963913E+03
      40.0     375.0     0.0     1.0   -0.2715159899E+06    0.2716538797E+06    0.2168695689E+03    0.2716217590E+06    0.1600607072E+01   -0.1541672805E+03
      40.0     380.0     0.0     1.0   -0.3159574014E+06    0.3161122749E+06    0.2499572828E+03    0.3160745553E+06    0.4165158197E+01   -0.1752695130E+03
      40.0     385.0     0.0     1.0   -0.2586039536E+06    0.2587260985E+06    0.2025718001E+03    0.2586949188E+06    0.5304370985E+01   -0.1400174547E+03
      40.0     390.0     0.0     1.0   -0.3429783517E+06    0.3431355939E+06    0.2668974964E+03    0.3430937527E+06    0.9146772776E+01   -0.1822606094E+03
      40.0     395.0     0.0     1.0   -0.2706646195E+06    0.2707852249E+06    0.2093412773E+03    0.2707518081E+06    0.8746010557E+01   -0.1412085122E+03
      40.0     400.0     0.0     1.0   -0.5011337242E+06    0.5013509282E+06    0.3850711717E+03    0.5012883621E+06    0.1879252188E+02   -0.2567873100E+03
      40.0     450.0     0.0     1.0   -0.6527652133E+06    0.6530002376E+06    0.4882559403E+03    0.6529074998E+06    0.4744145944E+02   -0.2952948985E+03
      40.0     550.0     0.0     1.0   -0.6760668688E+06    0.6762709214E+06    0.5032378609E+03    0.6761560493E+06    0.7165432122E+02   -0.2666479782E+03
      40.0     650.0     0.0     1.0   -0.5567641875E+06    0.5569172473E+06    0.4174549956E+03    0.5568094369E+06    0.7022393903E+02   -0.1982898829E+03
